drug_id,trade_name,scientific_name,price,package,supplier,available,last_updated
1525,ITRANOX 100 MG CAPSULES,ITRACONAZOLE,50,14 caps,BPC,yes,2026-03-23
3134,OLANZAPINE T.TAB 5MG (28),OLANZAPINE,54,28 tab,Teva,yes,2026-03-23
5737,OLANZAPINE TEVA 7.5MG 56 F.C.TAB,OLANZAPINE,233,56 FCT,Teva,yes,2026-03-23
3129,OFLOXACIN T.TAB 200MG(20),ofloxacin,23,20 tab,Teva,yes,2026-03-23
4580,OLANZAPINE 10 MG ODT (28 dissolve tab),OLANZAPINE 10 MG,122,28 DISSOLVES TABLETS,Teva,yes,2026-03-23
3120,NAXYN 500MG 30 TAB,Naproxen,26,30 tab,Teva,yes,2026-03-23
3126,NORMITEN 100 MG TAB 30,Atenolol,18,30 tab,Teva,yes,2026-03-23
3117,NAROCIN 20 TAB 275 MG,Naproxen Sodium,28,20 tab,Teva,yes,2026-03-23
1979,DESMORIN NASAL SPRAY,Desmopressin Acetate 0.1 mg/ml equivalent to 89 mcg desmopressin,105,NASAL SPRAY 6 ML,Jepharm Co.,yes,2026-03-23
1976,DECIDONE 40mg TABLETS,Risperidone 4mg,104,30 tabs,Jepharm Co.,yes,2026-03-23
3589,MOXYPEN FORTE 250 MG / 5 ML POWDER FOR ORAL SUSPENSION 60 ML,AMOXICILLIN,14,60 ML,Teva,yes,2026-03-23
3113,MUPIROCIN-TEVA 2%15G OINT,MUPIROCINE,28,15g,Teva,yes,2026-03-23
1974,DECIDONE 2mg TABLETS,Risperidone 2 mg,48,30 tabs,Jepharm Co.,yes,2026-03-23
1975,DECIDONE 3mg TABLETS,Risperidone 3 mg,76,30 tabs,Jepharm Co.,yes,2026-03-23
1973,DECIDONE1mg TABLETS,Risperidone 1 mg,30,30 tabs,Jepharm Co.,yes,2026-03-23
5238,MOXYPEN FORTE 250 MG / 5 ML  POWDER FOR ORAL SUSPENSION 100 ML,AMOXICILLIN,23,100 ML,Teva,yes,2026-03-23
3110,MOXYPEN FORTE 500MG CAPSULE 10 CAP,Amoxicillin,14,10 cap,Teva,yes,2026-03-23
1965,clobed 75 mg 30 tab,Clopidogrel ( As Bisulfate ) 75 mg,53,30 tab,Jepharm Co.,yes,2026-03-23
1522,IOSEPT OINTMENT 10 % 1 KG,POVIDONE IODINE,124,1 kg,BPC,yes,2026-03-23
3101,METFORMIN TEVA 850MG,Metformin,14,30 tab,Teva,yes,2026-03-23
5827,MOXYPEN  FORTE 500 MG CAPSULES 20 CAP<span class='flash'> new </span>,AMOXICILLIN AS TRIHYDRATE,28,20 CAP,Teva,yes,2026-03-23
4304,Ceroton 10,Escitalopram Oxalate 10mg,37,30 tab,Jepharm Co.,yes,2026-03-23
4130,LINEX 0.05 % SPRAY,Xylometazoline,27,10 ml,Teva,yes,2026-03-23
4127,LINEX 0.1% Spray,Xylometazoline HCl,29,10 ml,Teva,yes,2026-03-23
5279,LERCANAPRIL TEVA 10 /10 30 TAB,Lercanidipine HCL and Enalapril Maleate,30,30 tab,Teva,yes,2026-03-23
5280,LERCANAPRIL TEVA 10 /20 30 TAB,Lercanidipine HCL and Enalapril Maleate,34,30 tab,Teva,yes,2026-03-23
4347,INFLICTA 10 MG TAB,DAPAGLIFLOZIN 10MG/ TAB,125,30 TAB,BPC,yes,2026-03-23
4693,LENALIDOMIDE TEVA 10 MG CAP,LENALIDOMIDE,10910,21 CAP,Teva,yes,2026-03-23
4694,LENALIDOMIDE TEVA 20 MG CAP,LENALIDOMIDE,10910,21 CAP,Teva,yes,2026-03-23
4692,LENALIDOMIDE TEVA 5 MG CAP,LENALIDOMIDE,10910,21 CAP,Teva,yes,2026-03-23
5144,Candepine 16/5 TAB 30 TAB,candesartan & Amlodipine,65,30 tab,Jepharm Co.,yes,2026-03-23
5142,Candepine 8/2.5 TAB,candesartan & Amlodipine,45,30 tabs / box,Jepharm Co.,yes,2026-03-23
4305,Ceroton 20,Escitalopram Oxalate 20mg,54,30 tab,Jepharm Co.,yes,2026-03-23
4696,LENALIDOMIDE TEVA 15 MG CAP,LENALIDOMIDE,10910,21 CAP,Teva,yes,2026-03-23
4695,LENALIDOMIDE TEVA 25MG CAP,LENALIDOMIDE,10910,21 CAP,Teva,yes,2026-03-23
5143,Candepine 8/5 TAB,candesartan & Amlodipine,55,30 TAB/BOX,Jepharm Co.,yes,2026-03-23
3654,CABERLINE 0.5 mg,Cabergolline,46,2 Tab,Jepharm Co.,yes,2026-03-23
1954,CALCIVID  600,CALCIUM CARBONATE EQUIVALENT TO 600 MG ELEMENTAL CALCIUM & VIT.D 200 IU,35,60 TAB.,Jepharm Co.,yes,2026-03-23
1518,I.O.P EYE DROPS,DORZOLAMIDE (AS HCl),27,5ML EYE DROPS,BPC,yes,2026-03-23
1519,I.O.P. PLUS EYE DROPS,DORZOLAMIDE (AS HCl) & TIMOLOL (AS MALEATE) 0.5%,40,5ML EYE DROPS,BPC,yes,2026-03-23
1948,BALGESIC,"ORPHENADRINE CITRATE 35 mg, PARACETAMOL 450 mg",38,20 tab,Jepharm Co.,yes,2026-03-23
2136,ARBOZIDE 320/25 mg 30 Tab,Valsartan 320mg / HCT 25,47,30 tabs,Jepharm Co.,yes,2026-03-23
2134,ARBOZIDE160/12.5 mg,Valsartan 160mg / HCT 12.5,37,30 Tab,Jepharm Co.,yes,2026-03-23
2137,ARBOZIDE 80/12.5 mg,Valsartan 80mg / HCT 12.5,28,30 tab,Jepharm Co.,yes,2026-03-23
1931,ALDOPA 250 MG,METHYL DOPA 250MG,23,30 tab,Jepharm Co.,yes,2026-03-23
1515,HISTANYL AMPULE 50 MG 100 AMP,PROMETHAZINE HCl,323,100 amp,BPC,yes,2026-03-23
1513,HISTANYL AMPULE 25 MG  5 AMP,PROMETHAZINE HCl,20,5 amp,BPC,yes,2026-03-23
1510,GOLINE 0.5 MG TAB,CABERGOLINE 0.5 MG,46,2 tab,BPC,yes,2026-03-23
4846,GASTREX 20 MG 5 AMP,FAMOTIDINE 20 MG,33,5 AMP,BPC,yes,2026-03-23
1499,FLUCAN 50 MG CAPS 7 CAP,FLUCONAZOLE,49,7 caps,BPC,yes,2026-03-23
4646,FLICTAMET XR 10/1000,METFORMIN HCL 1000 MG & DAPAGLIFLOZIN 10 MG,137,30XR TAB,BPC,yes,2026-03-23
4871,FLICTAMET XR 5/1000 30 TAB,Metformin Hcl 1000 MG & Dapagliflozin 5 mg / TAB,77,30,BPC,yes,2026-03-23
5256,FLATEX 250 MG SOFT GELATIN CAP 30 CAP,SIMETHICONE,45,30 CAP,BPC,yes,2026-03-23
5218,FLATEX 125 SOFT GELATIN CAPS 30 CAP,SIMETHICONE,38,30 CAP,BPC,yes,2026-03-23
1484,ERYTHROLET 200 MG GRAN 100 ML,ERYTHROMYCIN ETHYL SUCCINATE,18,100ml susp,BPC,yes,2026-03-23
1486,ERYTHROTAB 250 MG 24 TAB,ERYTHROMYCIN STEARATE,18,24 tab,BPC,yes,2026-03-23
1478,DUVALEPT SYRUP 110 ML,SODIUM VALPROATE,22,SYRUP,BPC,yes,2026-03-23
1624,DORACEPH 400 MG 10 CAP,CEFIXIME TRIHYDRATE,75,10 Tab,BPC,yes,2026-03-23
1472,DIMESTIL ORAL DROPS,DIMETINDENUM MALEIC 1 MG/ML (0.5MG/DROP),18,Oral Drops,BPC,yes,2026-03-23
3062,KALURIL 30 TAB,Amiloride HCl 5mg Hydrochlorothiazide 50mg,18,30 tab,Teva,yes,2026-03-23
5485,LANSO-TEVA 30MG CAP( G2),Lansoprazole,26,28 CAP,Teva,yes,2026-03-23
3058,IMATINIB-TEVA T.400MG,IMATINIB,6252,30 tab,Teva,yes,2026-03-23
1463,DECORT 4MG AMP.100Amp,DEXAMETHASONE NA PHOSPHATE,300,100 AMP.,BPC,yes,2026-03-23
1462,DECORT 4MG AMP(5),DEXAMETHASONE NA PHOSPHATE,18,5 amp.,BPC,yes,2026-03-23
1461,DECORT 2MG 20 TAB,DEXAMETHASONE BASE,35,20 tab,BPC,yes,2026-03-23
1464,DECORT 20 MG 100 AMP.,DEXAMETHASONE NA PHOSPHATE,465,100 AMP.,BPC,yes,2026-03-23
5682,IBOO 2% 200 ML SUSP,Ibuprofen 100 MG/5 ML,38,200 ML,Teva,yes,2026-03-23
1457,DECONGEX S.R 8 CAP,PSEUDOEPHEDRINE HCl 120 MG & CHLORPHENIRAMINE MALEATE 8 MG,18,8 CAP,BPC,yes,2026-03-23
3050,HYCOMYCIN SKIN OINT 15 GM,"hydrocotison, neomycin",16,tube,Teva,yes,2026-03-23
4126,IBOO 2% Susp.,Ibuprofen,22,100 ml,Teva,yes,2026-03-23
4239,IBOO 4% for children,IBUPRUFEN,28,30ml susp,Teva,yes,2026-03-23
3049,HEXAKAPRON TAB (20),Tranexamic Acid,29,20 tab,Teva,yes,2026-03-23
4477,Glucose 5% teva 10 UNITS/1000 ML,Glucose 5%,50,10 unit /1000ml,Teva,yes,2026-03-23
1452,DARONEX 200MG TAB,AMIODARONE HCl 200 MG,26,30 tab,BPC,yes,2026-03-23
4479,Glucose 5% teva 50 UNITS/500 ML,Glucose 5%,99,500ML(20 UNIT),Teva,yes,2026-03-23
4740,FULVESTRANT TEVA 250 MG/5ML 2 vial,FULVESTRANT,896,2 VIAL,Teva,yes,2026-03-23
3024,FUSID TAB 40MG,furosemide,14,30 tab,Teva,yes,2026-03-23
3012,FLUCONAZOLE T.CAP 150MG(1,FLUCONAZOLE,20,1 capsule,Teva,yes,2026-03-23
5214,Famotidine Teva 20 mg 30 tab,Famotidine,26,30 tab,Teva,yes,2026-03-23
5215,Famotidine Teva 40 mg	30 tab,Famotidine,29,30 tab,Teva,yes,2026-03-23
1429,CEFALEX 500MG 16 CAP,CEPHALEXIN MONOHYDRATE 500 MG,24,16 CAP,BPC,yes,2026-03-23
5771,ETOPOSIDE VIAL 20MG/ML 50 ML,Etoposide,307,1 VIAL,Teva,yes,2026-03-23
3004,ETOPOSID  100MG/ 5ML VIAL,Etoposide 20MG/ML,41,1 VIAL,Teva,yes,2026-03-23
4849,DUORESP SPIROMAX 160 MCG/4.5 MCG 120 DOSES,BUDESONIDE/FORMOTEROL,125,120 DOSES,Teva,yes,2026-03-23
4850,DUORESP SPIROMAX 320 MCG/9 MCG 60 DOSES,BUDESONIDE/FORMOTEROL,143,1 INHALER 60 DOSES,Teva,yes,2026-03-23
5265,DULOX TEVA 30 MG 30 TAB,DULOXETINE,54,30 TAB,Teva,yes,2026-03-23
5239,Dulox Teva 60 mg TAB 30 TAB,duloxetine,80,30 TAB,Teva,yes,2026-03-23
2983,DOXORUBICIN TEVA 200MG/100 ML VIAL,DOXORUBICIN 2MG/ML,308,1 VIAL,Teva,yes,2026-03-23
1428,"CEFALEX 250MG GRAN,100ml",CEPHALEXIN MONOHYDRATE 250 MG,22,100ml susp,BPC,yes,2026-03-23
2979,DOPICAR TAB,Carbidopa-Levodopa,28,30 tab,Teva,yes,2026-03-23
2963,DESMOPRESSIN TAB 0.1MG,Desmopressin acetate 0.1 mg,91,30 tab,Teva,yes,2026-03-23
2964,DESMOPRESSIN TAB 0.2MG(30,Desmopressin acetate 0.2 mg,135,30 tab,Teva,yes,2026-03-23
5284,DASATINIB TEVA 100 MG 30 TAB,DASATINIB,6146,30 TAB,Teva,yes,2026-03-23
5287,DASATINIB TEVA 20 MG 60 TAB,DASATINIB,4315,60 TAB,Teva,yes,2026-03-23
5286,DASATINIB TEVA 50 MG 60 TAB,DASATINIB,6291,60 TAB,Teva,yes,2026-03-23
5285,DASATINIB TEVA 70 MG 60 TAB,DASATINIB,6509,60 TAB,Teva,yes,2026-03-23
3973,CUROSURF,Poractant,3004,3 ml vial,Teva,yes,2026-03-23
5777,CUROSURF 120MG/1.5ML VIAL,Phospholipid fraction from porcine lung 80mg,1502,1 VIAL,Teva,yes,2026-03-23
2955,COD ACAMOL TAB 15\325MG,Codeine Phosphate-Paracetamol,13,10 tab,Teva,yes,2026-03-23
4699,CLOPIDOGREL 75 MG TAB,CLOPIDOGREL,29,30 TAB,Teva,yes,2026-03-23
2953,CLOTHREE  200MG,Clotrimazole,39,3 VAG TAB,Teva,yes,2026-03-23
2926,CARVEDILOL  6.25MG,CARVEDILOL,16,30 tab,Teva,yes,2026-03-23
2921,CARBOPLATIN  150MG/15M Concentrate for solution for i.v infusion,CARBOPLATIN 10MG/ML,157,1 INJ,Teva,yes,2026-03-23
2922,CARBOPLATIN 450MG/45ML Concentrate for solution for i.v infusion,CARBOPLATIN 10MG/ML,404,1 INJ,Teva,yes,2026-03-23
2925,CARVEDILOL TAB 12.5MG,CARVEDILOL,17,30 tab,Teva,yes,2026-03-23
2914,BUDESONIDE STERIN 1MG/2ML,Budesonide,86,susp for inhalation,Teva,yes,2026-03-23
2915,BUDESONIDE STERINEBS 0.5M/2ML,Budesonide,72,susp for inhalation,Teva,yes,2026-03-23
2908,BLASTOVINE PF 1MG/ML 10ML,Vinblastine Sulfate,59,10ML vial,Teva,yes,2026-03-23
5686,BIMATILOL 0.3MG/5MG - 3ML EYE DROP<span class='flash'> new </span>,Bimatoprost + Timolol,49,3 ML EYE DROP,Teva,yes,2026-03-23
5679,BIMATOPROST 0.3MG/ML - 3ML<span class='flash'> new </span>,Bimatoprost,61,3 ML Eye drop,Teva,yes,2026-03-23
5742,BICALUTAMIDE TEVA 150 MG TAB  30 TAB,BICALUTAMIDE,492,30 TAB,Teva,yes,2026-03-23
2907,BICALUTAMIDE TEVA T.50MG,BICALUTAMIDE,219,30 tab,Teva,yes,2026-03-23
2905,BETAHISTINE TEVA TAB 16MG,betahistin Hcl,15,30 tab,Teva,yes,2026-03-23
4534,AZITHRO TEVA 200 MG / 5 ML 15 ML,AZITHROMYCIN 200 MG /5 ML,22,15 ml BOT,Teva,yes,2026-03-23
4535,AZITHRO TEVA 200 MG / 5 ML 22.5ML,AZITHROMYCIN 200 mg /5 ml,34,22.5 ML BOT,Teva,yes,2026-03-23
2892,ATTENT TAB 10MG (30),dextroamphetamins,263,30 tab,Teva,yes,2026-03-23
2893,ATTENT TAB 20MG (30),dextroamphetamins,341,30 tab,Teva,yes,2026-03-23
2885,ASSIVAL 10 MG TAB 30    `,diazepam,16,30 TAB,Teva,yes,2026-03-23
2894,ATTENT TAB 30MG,dextroamphetamins,406,30 tab,Teva,yes,2026-03-23
4259,ARCO-TEVA TAB 90MG  14),Etoricoxib 90mg,42,14 tab,Teva,yes,2026-03-23
4690,ASSIVAL 5 MG TAB,DIAZEPAM,16,30 TAB,Teva,yes,2026-03-23
2875,ANASTROZOLE TEVA T.1MG(30,ANASTROZOLE,176,30 TAB,Teva,yes,2026-03-23
5580,Apixaban Teva 2.5MG TAB 60 TAB,Apixaban,170,60 TAB,Teva,yes,2026-03-23
5583,APIXABAN TEVA 5 MG 60 TAB,APIXABAN,190,60 TAB,Teva,yes,2026-03-23
4474,Amlodipine Teva 10 MG 30 tablets,Amlodipine 10 MG tab,16,30tablets,Teva,yes,2026-03-23
2874,AMOXICLAV T.TAB 875MG,Amoxicillin/clavulanic acid,37,14 tab,Teva,yes,2026-03-23
4475,Amlodipine Teva 5 mg 30 tablets,Amlodipine 5 mg,14,30 tablets,Teva,yes,2026-03-23
5266,ACAMOL SHAPPAT DAY,"Paracetamol 500 mg, Dextromethorphan 15 mg, Pseudoephedrine 30 mg",29,35 caplet,Teva,yes,2026-03-23
5772,ACAMOL FOCUS CAPLET  50 CAPLETS,"Acetylsalicylic acid 250 mg, Paracetamol 250 mg, Caffeine anhydrous 65 mg",55,50 CAPLET,Teva,yes,2026-03-23
2810,ACAMOL 500MG TAB 20 TAB,Paracetamol,13,20 tab,Teva,yes,2026-03-23
2801,ABIPLATIN VIAL 50MG/50ML,cisplatinum,104,1 VIAL,Teva,yes,2026-03-23
1451,CYPRODIN 2 mg 20 TAB.,CYPROHEPTADINE HCl 2 MG,25,20 Tabs,BPC,yes,2026-03-17
1450,CYPRODIN SYR 2 MG/5ML,CYPROHEPTADINE HCl 2 mg/5ml,25,100 ML SYRUP,BPC,yes,2026-03-17
1448,COLLIHIST EYE DROPS -(7ML),NAPHAZOLINE 0.25MG + PHENIRAMINE MALEATE 3MG,22,EYE DROPS,BPC,yes,2026-03-17
1444,CLARISTINE SYRUP,LORATADINE 5 MG / 5 ML,22,Bottle,BPC,yes,2026-03-17
1437,CEPROXX 500MG 10 CAPLET,CIPROFLOXACIN 500 MG,25,10 caplet,BPC,yes,2026-03-17
1433,CEFIXON 1G VIAL(5 vial),CEFTRIAXON (AS SODIUM) 1 GM,100,5 VIAL,BPC,yes,2026-03-17
3681,CEFIMED 125 MG 60 ML SUSP,CEFDINIR,40,60 ML,BPC,yes,2026-03-17
3682,CEFIMED 250 MG 60 ML SUSP,CEFDINIR,55,60 ML,BPC,yes,2026-03-17
3916,CEFIMED 300 mg 10 CAP,CEFDINIR,42,10 Cap,BPC,yes,2026-03-17
1423,CEFADROX 250MG GRAN 60 ML,CEFADROXIL MONOHYDRATE 250 MG,25,60 ML SUSP,BPC,yes,2026-03-17
1424,CEFADROX 500 MG 12 TAB.,CEFADROXIL MONOHYDRATE 500 MG,30,12 tab,BPC,yes,2026-03-17
1414,BASILOX 0.5% 5 ML EYE/ DROPS,MOXIFLOXACIN 0.5 %,45,EYE DROPS,BPC,yes,2026-03-17
1412,AZIMEX 500MG CAPS,AZITHROMYCIN 500 MG,42,6 CAPSULES,BPC,yes,2026-03-17
1411,AZIMEX 250 MG 6 CAPS.,AZITHROMYCIN 250 MG,25,6 CAPSULES,BPC,yes,2026-03-17
4847,ANIGON 100 MG 30 VAGINAL TAB,PROGESTERON,100,30 VAGINAL TAB,BPC,yes,2026-03-17
1406,ANCOZINE 20 TAB,MECLOZINE HCl & VIT B6,18,20 tab,BPC,yes,2026-03-17
3585,AMUVED 100 MG 30TAB,LAMIVUDINE,170,30 Tab,BPC,yes,2026-03-17
1405,AMOXITID 750MG CAPS.,AMOXICILLIN 750,18,12 Cap,BPC,yes,2026-03-17
1404,AMOXITID 500MG CAPS.,AMOXICILLIN 500,18,16 Cap,BPC,yes,2026-03-17
1394,AMICOR PLUS  5/160 mg,AMLODIPINE BESYLATE 5 MG & VALSARTAN 160 MG,80,30 TABS,BPC,yes,2026-03-17
4558,ACIDAL CAP 14 CAP,Omeprazole 40 mg & Sodium Bicarbonate 1100 mg,40,14 Capsules,BPC,yes,2026-03-17
760,NORMOPRESAN 30 TAB,Clonidine HCL,17,30 TAB,Syam Drug Store,yes,2026-03-17
1831,DIPROGENTA CREAM 15GR,BETAMETHASONE AS DIPROPIONATE/ GENTAMICIN (AS SULFATE),29,tube,MSS,yes,2026-03-16
1759,VERMOX 100 MG,MEBENDAZOLE,28,6 TAB,MSS,yes,2026-03-16
4532,‎ACICLOVIR‎ ‎VISION,ACICLOVIR 3%W/W,71,5g/tube,Al Bayan Drug Store,yes,2026-03-16
3599,INFASURF 35 mg/ ml,Calfactant as Phospholipid,1882,6 ml,Syam Drug Store,yes,2026-03-15
800,RAFASSAL ENEMA 4GM/7,Mesalazine,172,7 BOTTLE,Syam Drug Store,yes,2026-03-15
795,RAFASSAL 1GM CAPLETS/30,Mesalazine,91,30 CAPLETS,Syam Drug Store,yes,2026-03-15
2663,ACERIL 25 MG 90 TAB,Captopril,29,90 TAB,Alram Drug Store,yes,2026-03-15
2664,ACERIL 50  MG  90 TAB,Captopril,44,90 TAB,Alram Drug Store,yes,2026-03-15
4331,BORTEZOMIB TARO 3.5 MG 1 vial,Bortizomib 3.5 mg,2212,1 vial,Alram Drug Store,yes,2026-03-15
4593,COMBODEX TAB 150/500MG 24,150 MG IBUPROFEN AND 500 MG PARACETAMOL,38,24 caplets,Alram Drug Store,yes,2026-03-15
3932,CAPECITABINE TARO 500MG 120TABS,Capecetabine,671,120 FCT,Alram Drug Store,yes,2026-03-15
3933,ZOLEDRONIC ACID TARO 4MG/5ml,Zoledronc acid,427,1 vial,Alram Drug Store,yes,2026-03-15
2656,ZYLLERGY 10MG  20 CAP  (OTC),Cetirizine Dihydrochloride,41,20 cap,Alram Drug Store,yes,2026-03-15
2715,VANCOMYCINE MYLAN 1G VIAL,Vancomycine HCL,53,1 VIAL,Alram Drug Store,yes,2026-03-15
4321,DUTASTERIDE CAPS  30),dutasteride 0.5 mg,122,30 cap,Alram Drug Store,yes,2026-03-15
2576,ESTELLE 35 21X3TAB,Cyproterone acetate-Ethinylestradiol,62,21X3 TAB,Alram Drug Store,yes,2026-03-15
2575,ESTELLE 35 21TAB,Cyproterone acetate-Ethinylestradiol,21,21 tab,Alram Drug Store,yes,2026-03-15
5714,FLUTAROL 5% W/W - 40G CREAM<span class='flash'> new </span>,Fluorouracil,215,40g cream,Alram Drug Store,yes,2026-03-15
5715,FLUTAROL 5% W/W - 20G CREAM<span class='flash'> new </span>,Fluorouracil,116,20g cream,Alram Drug Store,yes,2026-03-15
2620,SUMATRIDEX 50MG 6 CAP,Sumatriptan as succinate,38,6 caps,Alram Drug Store,yes,2026-03-15
2628,GLUBEN 5MG 100 TAB,Glibenclamide,35,100 tab,Alram Drug Store,yes,2026-03-15
2651,KLARIDEX 250MG 14 CAP,Clarithromycin,29,14 CAP,Alram Drug Store,yes,2026-03-15
896,‎TOBI‎ ‎PODHALER‎ ‎CAP‎(‎224‎-‎29‎G,TOBRAMYCIN,9177,224 CAPS/PACK,Alram Drug Store,yes,2026-03-15
4201,TAROCLINDIN‎ ‎GEL‎ ‎45 ‎GR,clindamycine phosphate + benzyl peroxide,145,45g gel,Alram Drug Store,yes,2026-03-15
2569,TARODENT MOUTHWASH,Chlorhexidine gluconate,29,MOUTHWASH,Alram Drug Store,yes,2026-03-15
2551,ENTUMINE TAB 40MG  30 TAB,Clotiapine,21,30 tab,Alram Drug Store,yes,2026-03-15
5510,ERLOTINIB TARO 100 MG - 30 TAB <span class='flash'> new </span>,ERLOTINIB,2982,30 FCT,Alram Drug Store,yes,2026-03-15
5509,ERLOTINIB TARO 150 MG -30 TAB <span class='flash'> new </span>,ERLOTINIB,3614,30 FCT,Alram Drug Store,yes,2026-03-15
5345,EVEROLIMUS TARO 2.5 MG  TAB 30 TAB,Everolimus 2.5 MG,2539,30 tab,Alram Drug Store,yes,2026-03-15
5347,EVEROLIMUS TARO 10 MG  TAB 30 TAB,Everolimus 10 MG,4785,30 tab,Alram Drug Store,yes,2026-03-15
5346,EVEROLIMUS TARO 5 MG  TAB 30 TAB,Everolimus 5 MG,3486,30 tab,Alram Drug Store,yes,2026-03-15
5414,HISTAFED 30 FCT,TRIPROLIDINE HCL 2.5 MG+PSEUDOEPHEDRINE HCL 60 MG,29,30 FCT,OXYGEN MEDICAL COMPANY,yes,2026-03-12
4082,lamogine 200 mg,lamotrigine 200mg,108,30 TAB,OXYGEN MEDICAL COMPANY,yes,2026-03-12
4214,Nabuco,nabumetone 500mg,21,20 tab,OXYGEN MEDICAL COMPANY,yes,2026-03-12
4084,cabotrim .5,Cabergoline,178,8 tab,OXYGEN MEDICAL COMPANY,yes,2026-03-12
5117,Menopur Injection,Menotrophin corresponding to 75 I.U. FSH & 75 I.U. LH.,862,1 VIAL+ SOLVENT,CEZAR,yes,2026-03-10
3521,MENOPUR MULTIDOSE 600 IU 1VIAL,Menotrophin,747,1 vial,CEZAR,yes,2026-03-10
3520,MENOPUR MULTIDOSE 1200 IU 1VIAL,Menotrophin,1586,1 vial,CEZAR,yes,2026-03-10
680,ELLA 30 MG / 1 TAB,Ulipristal Acetate,108,1 TAB,Syam Drug Store,yes,2026-03-10
5254,IMFINZI VIAL 120MG/2.4ML - 1 VIAL,DURVALUMAB,2012,1 VIAL,Omnipal,yes,2026-03-10
5240,LUNSUMIO 1MG /ML VIAL,MOSUNETUZUMAB,1237,1 VIAL,Omnipal,yes,2026-03-10
5248,LUNSUMIO 30MG/30ML -  VIAL,MOSUNETUZUMAB,34749,1 VIAL,Omnipal,yes,2026-03-10
4626,ROZLYTREK 100MG - 30 CAP,ENTRECTINIB 100 MG,4480,30 CAP,Omnipal,yes,2026-03-10
4625,ROZLYTREK 200MG - 90 CAP,ENTRECTINIB 200 MG,24450,90 CAP,Omnipal,yes,2026-03-10
981,POLYCUTAN CREAM 15 GR,"Clotrimazole, Dexamethasone acetate & Neomycin sulfate",32,15 GR,Beit Hanina Drug Store,yes,2026-03-10
982,POLYCUTAN CREAM LARGE - 30G,"Clotrimazole, Dexamethasone acetate & Neomycin sulfate",55,30 GR,Beit Hanina Drug Store,yes,2026-03-10
901,AGISTEN V 200MG - 3 V.T,Clotrimazole,39,3 TAB,Beit Hanina Drug Store,yes,2026-03-10
1218,PENTASA GRANULES 2GR,MESALAZINE,290,(60 SACHETS),CEZAR,yes,2026-03-10
2611,MICROLET 12 TUBES,Sodium citrate-sodium lauryl sulpho acetate-glycerol,37,12 TUBES,Alram Drug Store,yes,2026-03-09
2636,NORMALOL 100MG 30 TAB,Atenolol,19,30 tab,Alram Drug Store,yes,2026-03-09
2637,NORMALOL 50MG 30 TAB,Atenolol,14,30 tab,Alram Drug Store,yes,2026-03-09
2582,LOZAPINE 100MG 50TAB,Clozapine 100 mg,100,50 tab,Alram Drug Store,yes,2026-03-09
2629,IBUFEN 400MG 50 CAP,Ibuprofen,32,50 cap,Alram Drug Store,yes,2026-03-09
5247,ADATAR GEL 30GM 2.5%,"Benzoyl peroxide (as hydrous), Adapalene",87,30 gram,Alamed Co Ltd drug store,yes,2026-03-09
4770,XYNTHA 1000 IU VIAL,MOROCTOCOG ALPHA,2349,1000 IU/VIAL,Beit Hanina Drug Store,yes,2026-03-09
2558,TERIL 200MG     50 TAB,Carbamazepine 200 mg,18,50 TAB,Alram Drug Store,yes,2026-03-09
2615,CIPRODEX 500MG 10 TAB,Ciprofloxacin as HCL 500 mg,26,10 tab,Alram Drug Store,yes,2026-03-09
2665,GLUCOMIN 850MG  30 CAP,Metformin HCL,14,30 cap,Alram Drug Store,yes,2026-03-09
3559,AMIKAN 500MG/2ML 1X2ML,AMIKACIN as Sulphate,14,1 VIAL,CEZAR,yes,2026-03-09
5151,LEVODEX EYE DROP,1mg/1ml Dexamethasone and 5mg/1ml Levofloxacin,44,5 ML,CEZAR,yes,2026-03-09
2587,CALCIMORE 60TAB,"CALCIUM CARBONATE 600MG, TAB",26,60 tab,Alram Drug Store,yes,2026-03-09
2592,PROFEX TAB 150MG  30 TAB,Propafenone HCL 150 mg,18,30,Alram Drug Store,yes,2026-03-09
2593,PROFEX TAB 300MG  30 TAB,Propafenone HCL 300 mg,38,30,Alram Drug Store,yes,2026-03-09
3989,PANADOL 500mg,PARACETAMOL,14,20 TAB,GSK,yes,2026-03-09
4526,Rosuvastatin-medo 20mg,Rosuvastatin as calcium 20mg,104,30 tab,AL- NASR DRUG STORE,yes,2026-03-09
4796,IRINOL 40 MG,IRINOTECAN HYDROCHLORIDE TRIHYDRATE,71,1 VIAL,Al Bayan Drug Store,yes,2026-03-09
4218,Levebon,Levetiracetam 100mg/ml,379,10 vial of 5 ml,Al Bayan Drug Store,yes,2026-03-09
4779,VASOPRESSIN FARMAK 20IU/ML 10 AMP,VASOPRESSIN ACETATE,2342,10 AMP,Al Bayan Drug Store,yes,2026-03-09
5183,BUPENSAN DUO 2 MG/0.5 MG SUBLINGUAL TAB 28 TABLETS,"BUPRENORPHINE AS HYDROCHLORIDE 2 MG , NALOXONE AS HYDROCHLORIDE DIHYDRATE 0.5 MG",131,28 TABLETS SUBLINGUAL,Al Bayan Drug Store,yes,2026-03-09
