drug_id,trade_name,scientific_name,price,package,supplier,available,last_updated
2001,FACTIVE 320MG TABLETS,Gemifloxacin ( as Mesylate ) 426.39 mg equivalent to 320 mg Gemifloxacin,89,7 tab,Jepharm Co.,yes,2026-03-29
1956,CEFIX 100 MG D/S 75 ML.,CEFIXIME (AS TRIHYDRATE) 100 MG,54,bottle of 75ml,Jepharm Co.,yes,2026-03-29
1943,AQUA BIDIST  10ML.,Distilled Water,115,50 AMP.,Jepharm Co.,yes,2026-03-29
1944,AQUA BIDIST 2ML.,Distilled Water,64,100AMP.,Jepharm Co.,yes,2026-03-29
1945,AQUA BIDIST 5ML. 50 AMP.,Distilled Water,76,50 AMP.,Jepharm Co.,yes,2026-03-29
1684,VASCOR 40 MG 40 TAB,ISOSORBIDE 5 MONONITRATE,22,40 TAB,BPC,yes,2026-03-29
1681,UTISED TABLET.,PHENAZOPYRIDINE HCl,28,20 tab,BPC,yes,2026-03-29
3667,ULTRAFEN 125 Supp,Ibuprufen,20,10 Supp,BPC,yes,2026-03-29
1663,THREE B'S DUOPACK,"THIAMINE HCl, PYROXIDINE HCl & CYANOCOBALAMINE",40,5 amp,BPC,yes,2026-03-29
1661,TERICOX 90 MG,ETORICOXIB 90 MG,32,10 tab,BPC,yes,2026-03-29
1659,TERICOX 120 TAB7 TAB,ETORICOXIB 120 MG,36,7 tabs,BPC,yes,2026-03-29
1658,TERICOX 120 TAB 4TAB,ETORICOXIB 120 MG,21,4 TAB,BPC,yes,2026-03-29
1657,TEMPYRIN DROPS,BENZOCAIN & CHLORBUTANOL & ANTIPYRINE,20,DROPS,BPC,yes,2026-03-29
1653,SPIRONE 100 MG 20 TAB,SPIRONOLACTONE,22,20 tab,BPC,yes,2026-03-29
1650,"SIAFIL 20 MG,1 TAB",TADALAFIL,25,1 tab,BPC,yes,2026-03-29
1648,SIAFIL 5 MG 14 TAB,TADALAFIL,140,14 tab,BPC,yes,2026-03-29
1641,SEDAPRIN  30 TAB,"ASPIRIN, PARACETAMOL, CAFFIENE",30,30 tab,BPC,yes,2026-03-29
1638,RUVAR 20 MG 30 TAB,LEFLUNOMIDE,100,30 TAB,BPC,yes,2026-03-29
2282,Galvus tab 50 mg,VILDAGLIPTIN,36,28 tab,MASROUJI CO.,yes,2026-03-29
2257,Co-Diovan 160/25 ( film- coated ) Tab,VALSARTAN (160mg)HYDROCHLOROTHIAZIDE (25mg),36,28 Tab.,MASROUJI CO.,yes,2026-03-29
2259,Co-Diovan160/12.5  (film-coated) Tab,VALSARTAN (160mg)HYDROCHLOROTHIAZIDE (12.5mg),37,28 Tab.,MASROUJI CO.,yes,2026-03-29
2314,OVITRELLE 250MCG - 1 PFS,CHORIOGONADOTROPIN ALFA 250MCG,154,1 PFS,Grand Pharm,yes,2026-03-29
2287,Gonal-F 900 IU - PEN,FOLLITROPIN ALFA 900IU,1245,1 PEN,Grand Pharm,yes,2026-03-29
2256,CETROTIDE  0.25 MG - 7 VIALS,CETRORELIX AS ACETATE 0.25MG,1122,7 Vial / box,Grand Pharm,yes,2026-03-29
4431,Divinus 10,Dapagliflozin,125,30 Tablets / box,Pharmacare Store,yes,2026-03-26
4430,Divinus 5,Dapagliflozin,79,30 tab,Pharmacare Store,yes,2026-03-26
4397,Celezon 5mg Tablet,Ruxolitinib 5 mg / tab,5245,56 tab / box,Pharmacare Store,yes,2026-03-26
4161,CARCEMIA 100,Imatinib as Mesylate,2003,30 Tab,Pharmacare Store,yes,2026-03-26
4200,Carcemia 400,imatinib as mesylate 400mg,4716,30 tab,Pharmacare Store,yes,2026-03-26
4464,Bicalutamide Pharmacare 150 mg,Bicalutamide,390,30 TAB,Pharmacare Store,yes,2026-03-26
4457,Bicalutamide Pharmacare 50 mg,Bicalutamide,160,30 Tablets / box,Pharmacare Store,yes,2026-03-26
4458,Capecitabine Pharmacare 500,Capecitabine,671,120 tab/box,Pharmacare Store,yes,2026-03-26
2368,BELARA TABLETS (21 TAB),Ethinylestradiol 0.03 mg & 2 mg Chlormadinone acetate,34,21 TABLETS / BOX,Pharmacare Store,yes,2026-03-26
4356,Anastrozole Pharmacare 1mg,Anastrozole,143,30 tab,Pharmacare Store,yes,2026-03-26
2107,SCOBUTYL  AMPOULES,HYOSCINE-N-BUTYL BROMIDE 20MG,399,100 ampoules,Jepharm Co.,yes,2026-03-26
1980,DEXAMIN tablets,DEXCHLORPHENIRAMINE MALEATE 1MG,23,30 tab,Jepharm Co.,yes,2026-03-26
3765,SETANORM 100 mg/ 1 ML SOLUTION,LEVETIRACETAM,139,BOTTLE OF 240 ML,Jepharm Co.,yes,2026-03-26
3947,ROVATIN 10MG TABLETS,Rosuvastatin Calcium,60,30 Tab,Jepharm Co.,yes,2026-03-26
3948,ROVATIN 20MG TABLETS,Rosuvastatin Calcium,85,30 Tab,Jepharm Co.,yes,2026-03-26
2113,SPASMIN TABLETS,"HOMATROPINE METHYL BROMIDE. 2.5MG,  PARACEAMOL 500MG,  ALLOBARBITONE 30MG,  PAPAVERINE HCl 60MG",20,20 tab,Jepharm Co.,yes,2026-03-26
2110,SEPTORAL M/W SOLUTION.,"CETYL PYRIDINIUM CHLORIDE 0.1%, CLOVE OIL 0.06%, PEPPERMENT OIL 0.085%",27,BOTTLE OF 480 ML,Jepharm Co.,yes,2026-03-26
2109,SCOBUTYL CO TABLETS,"HYOSCINE-N-BUTYL BROMIDE 10MG,  PARACETAMOL 250MG",30,20 tab,Jepharm Co.,yes,2026-03-26
2106,SCOBUTYL TABLETS,HYOSCINE-N-BUTYL BROMIDE 10MG,25,20 tabs,Jepharm Co.,yes,2026-03-26
2108,Scobutyl AMPOULES,HYOSCINE-N-BUTYL BROMIDE 20MG,32,5 ampules,Jepharm Co.,yes,2026-03-26
3741,SINAGRA 50MG TABLETS,SILDENAFIL CITRATE50 MG,65,4 TAB,Jepharm Co.,yes,2026-03-26
2112,SINAGRA 50MG TABLETS,SILDENAFIL (AS CITRATE) 50 MG,20,1 tabs,Jepharm Co.,yes,2026-03-26
5257,TADOX XL 500 MG TABLETS,ETODOLAC,70,30 TAB,Jepharm Co.,yes,2026-03-26
5444,TADOX XL 600 MG TABLETS,ETODOLAC,80,30 TAB,Jepharm Co.,yes,2026-03-26
2126,TRUFEN PLUS SUSPENSION,IBUPROFEN 100 MG & PSEUDOEPHEDRINE 15MG,21,BOTTLE OF 100 ML,Jepharm Co.,yes,2026-03-26
2120,TIXON 1 G VIALS,CEFTRIAXONE (SODIUM) 1 G,101,5 vials,Jepharm Co.,yes,2026-03-26
3909,TADA -V 20MG TABLETS,Tadalafil,100,4 TAB,Jepharm Co.,yes,2026-03-26
3908,TADA -V 5MG TABLETS,Tadalafil,140,14 Tab,Jepharm Co.,yes,2026-03-26
3910,TADA-V 20MG TABLETS,Tadalafil,25,1 Tab,Jepharm Co.,yes,2026-03-26
5249,VALBITRIL 100MG TABLETS,Sacubitril - Valsartan,250,60 TAB /BOX,Jepharm Co.,yes,2026-03-26
5250,VALBITRIL 50 MG TABLETS,Sacubitril - Valsartan,170,30 TAB,Jepharm Co.,yes,2026-03-26
5251,VALBITRIL 200MG TABLETS,Sacubitril - Valsartan,300,60 TAB /BOX,Jepharm Co.,yes,2026-03-26
2127,TRUFEN PLUS TABLETS,IBUPROFEN 200 MG & PSEUDOEPHEDRINE 30 MG,18,20 tab,Jepharm Co.,yes,2026-03-26
4455,TRUFEN EXTRA TABLETS,Ibuprofen / Paracetamol 200mg/500mg,20,20 tablets,Jepharm Co.,yes,2026-03-26
4314,TRUFEN FORTE SUSPENSION,ibuprufen 40mg/ml,30,BOTTLE OF 100 ML,Jepharm Co.,yes,2026-03-26
2122,TRUFEN SUSPENSIONS,IBUPRUFEN 100MG,20,BOTTLE OF 100 ML,Jepharm Co.,yes,2026-03-26
4531,ZINAXIM 500MG TABLETS,CEFUROXIME AXETIL 500MG,72,20 tab,Jepharm Co.,yes,2026-03-26
2146,ZINAXIM 250MG TABLETS,CEFUROXIM (AS AXETIL) 250 MG,23,10 tab,Jepharm Co.,yes,2026-03-26
2147,ZINAXIM 500MG TABLETS,CEFUROXIM (AS AXETIL) 500 MG,40,10 tab,Jepharm Co.,yes,2026-03-26
2145,ZINAXIM DRY SUSPENSION,Cefuroxime125mg,19,BOTTLE OF 50 ML,Jepharm Co.,yes,2026-03-26
2152,ZITROCIN 500MG CAPSULES,AZITHROMYCIN 500 MG,23,3 Cap,Jepharm Co.,yes,2026-03-26
2151,ZITROCIN 30ML DRY SUSPENSION,AZITHROMYCIN  200 MG,40,BOTTLE OF 30ML AFTER RECONSTITUTION,Jepharm Co.,yes,2026-03-26
2150,Zitrocin 250MG CAPSULES,AZITHROMYCIN 250 MG,29,6 CAPSULES,Jepharm Co.,yes,2026-03-26
2149,ZITROCIN 15ML DRY SUSPENSION,AZITHROMYCIN  200 MG,24,BOTTLE OF 15ML AFTER RECONSTITUTION,Jepharm Co.,yes,2026-03-26
3715,CARDILOC 10,Bisoprolol fumarate,19,30 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
3717,CARDILOC 2. 5,Bisoprolol fumarate,17,30 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
3716,CARDILOC 5,Bisoprolol fumarate,15,30 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
4403,Lotan 50 mg tab,Losartan potassium 50mg,18,30 tab.,OXYGEN MEDICAL COMPANY,yes,2026-03-25
3994,MELODIL 25 mg Tab,Maprotalin HCl,15,30 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
3993,MELODIL 50 mg Tab,Maprotalin HCl,23,30 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
3718,MIRO 30,Mirtazapine,40,30 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
3709,NEOBLOC 100 mg,Metoprolol,16,30 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
3940,PROCOR  200 mg TAB.,Amiodarone,28,30 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
3941,ZODORM 10 mg Tab,Zolpiderm Tartrate,18,20 Tab,OXYGEN MEDICAL COMPANY,yes,2026-03-25
206,DETHAMYCINE DROPS 10ML,DEXAMETHASONE SOD. PHOSPHATE 0.1% NEOMYCIN SULPHATE 0.5%,24,10 ML,Alwaleed Drug Store,yes,2026-03-25
223,GILEX 10 MG  CAP,DOXIPEN 10MG,17,30 CAP,Alwaleed Drug Store,yes,2026-03-25
224,GILEX 25MG  CAP,DOXIPEN 25MG,22,30 CAP,Alwaleed Drug Store,yes,2026-03-25
232,HYDROCORTISONE 10MG  TAB,HYDROCORTISONE 10MG,49,30 Tab,Alwaleed Drug Store,yes,2026-03-25
183,CEFOVIT FORTE 20 CAP,CEFALEXIN 500MG,30,20 Cap,Alwaleed Drug Store,yes,2026-03-25
292,PREDNISONE 20 MG  TAB,PREDNISONE 20MG,31,30,Alwaleed Drug Store,yes,2026-03-25
181,CEFOVIT 250MG SUSP,CEFALEXIN 250MG / 5 ML,19,60 ML,Alwaleed Drug Store,yes,2026-03-25
299,PRYSOLINE  TAB,PRIMIDONE 250MG,27,30,Alwaleed Drug Store,yes,2026-03-25
313,SEDURAL  TAB,PHENAZOPYRIDINE HCL 100MG,42,30,Alwaleed Drug Store,yes,2026-03-25
321,SYNTHOMYCINE EYE OINT,CHLORAMPHENICOL 5%,27,3.6 GM,Alwaleed Drug Store,yes,2026-03-25
2105,ROOTAN 0.05% CREAM,TRETINOIN 0.05%,18,TUBE OF 20 GM,Jepharm Co.,yes,2026-03-24
4602,Rivoxar 2.5MG TABLETS,Rivaroxaban 2.5mg,120,60 TAB,Jepharm Co.,yes,2026-03-24
4246,RIVOXAR 10MG TABLETS,Rivaroxaban 10mg,209,30 tab,Jepharm Co.,yes,2026-03-24
4247,RIVOXAR 15MG TABLETS,Rivaroxaban 15mg,209,30 tab,Jepharm Co.,yes,2026-03-24
4248,RIVOXAR 20MG TABLETS,Rivaroxaban 20mg,209,30 tab,Jepharm Co.,yes,2026-03-24
5060,REVILAX 10 MG 30 TAB,CYCLOBENZAPRINE,30,30 TAB,BPC,yes,2026-03-24
5058,REVILAX 7.5 MG 30 TAB,CYCLOBENZAPRINE,28,30 TAB,BPC,yes,2026-03-24
5059,REVILAX 5 MG 30 TAB,CYCLOBENZAPRINE,25,30 TAB,BPC,yes,2026-03-24
1616,RAMACETINE EYE OINT,CHLORAMPHENICOL,18,tube,BPC,yes,2026-03-24
1617,RAMACETINE H.C. EYE OINT 3.5 G,chloramphnicol 50mg hydrocortisone acetate 10 mg/gm,20,tube,BPC,yes,2026-03-24
1612,PULMADRIN  DM  SYRUP 100 ML,TRIPROLIDINE HCl &  PSEUDOEPHEDRINE& DEXTROMETHORPHAN,18,SYRUP,BPC,yes,2026-03-24
1614,PULMADRIN EXPECTORANT,TRIPROLIDINE HCl & GUAEFENASIN & PSEUDOEPHEDRINE,18,SYRUP,BPC,yes,2026-03-24
1611,PSORIDERM SCALP APPLICA 25 ML,COLBETASOLE PROPIONATE,18,SOLUTION,BPC,yes,2026-03-24
1596,PERIDOL 5 MG 20 TAB,HALOPERIDOL,18,20 tab,BPC,yes,2026-03-24
1591,OVACLOMIN 50 MG 10 TAB,CLOMIFEN CITRATE,35,10 tab,BPC,yes,2026-03-24
1590,OTODEX EAR DROPS 5 ML,"DEXAMETHASONE SODIUM PHOSPHATE, NEOMYCIN SULFATE & POLYMYXIN-B SULFATE.",18,DROPS,BPC,yes,2026-03-24
2080,OSTEOTAB 70MG TABLETS,ALENDRONTE AS SODIUM 70 MG,44,4 TABLETS,Jepharm Co.,yes,2026-03-24
2069,Neuromax 50MG CAPSULES,Pregabalin 50mg,21,14 CAP,Jepharm Co.,yes,2026-03-24
535,Relestat 0.05%,Epinastine hydrochloride 0.5 mg/ml,32,5ml,ArabCO,yes,2026-03-24
512,Combigan  - 5ml,Brimonidine tartrate 2 mg/mlTimolol 5 mg/ml (as timololmaleate 6.8 mg/ml),60,5 ml ophthalmic solution,ArabCO,yes,2026-03-24
2067,MOXEPHARM 750MG CAPSULES,AMOXYCILLIN (AS TRIHYDRATE)750MG,21,16 caps,Jepharm Co.,yes,2026-03-24
2050,LIGNOCAINE 4% AMPOULES,LIDOCAINE HCl 4%,118,50 AMPOULES OF 10 ML,Jepharm Co.,yes,2026-03-24
2052,LIPONIL 20MG TABLETS,ATORVASTATIN (AS CALCIUM) 20 MG,32,30 TABS.,Jepharm Co.,yes,2026-03-24
2051,LIPONIL 10MG TABLETS,ATORVASTATIN (AS CALCIUM) 10 MG,24,30 tab,Jepharm Co.,yes,2026-03-24
2053,LIPONIL 40MG TABLETS,ATORVASTATIN (AS CALCIUM) 40 MG,49,30 tab,Jepharm Co.,yes,2026-03-24
2042,LAXRAY SYRUP,SENNOSIDES  A&B 150MG,18,BOTTLE OF 75 ML,Jepharm Co.,yes,2026-03-24
2048,LIGNOCAIN 1% AMPOULES,LIDOCAINE HCl 1%,103,50 AMPOULES OF 10ML,Jepharm Co.,yes,2026-03-24
2049,LIGNOCAINE 2% AMPOULES,LIDOCAINE HCl 2%,103,50 AMPOULES OF 10 ML .,Jepharm Co.,yes,2026-03-24
2041,LAMAPHARM 25MG TABLETS,Lamotrigine 25mg,25,30 tab,Jepharm Co.,yes,2026-03-24
2039,LACTUVER 66.7% SYRUP,667 mg lactulose,39,BOTTLE OF 300 ML,Jepharm Co.,yes,2026-03-24
2044,LEVOX 750MG TABLETS,LEVOFLOXACIN (AS HEMIHYDRATE) 750 MG,65,5 TAB,Jepharm Co.,yes,2026-03-24
2043,LEVOX 500MG TABLETS,LEVOFLOXACIN (AS HEMIHYDRATE) 500 MG,62,7 TAB,Jepharm Co.,yes,2026-03-24
2046,LEVOX 750MG TABLETS,LEVOFLOXACIN (AS HEMIHYDRATE) 750 Mg,90,7 tabs,Jepharm Co.,yes,2026-03-24
3861,LEVOX 500MG TABLETS,Levofloxacin,44,5 Tab,Jepharm Co.,yes,2026-03-24
3552,J-DEE 50000IU TABLETS,Cholecalciferol,60,12 Tab,Jepharm Co.,yes,2026-03-24
2034,JOFLAM 50MG TABLETS,Diclofenac potassium 50 mg,30,30 tab,Jepharm Co.,yes,2026-03-24
2037,JP SCRUB 4% SOLUTION,chlorhexidine gluconate 4%w/v,45,BOTTLE OF 500 ML,Jepharm Co.,yes,2026-03-24
2029,JEFLEX 250MG DRY SUSPENSION,CEPHALEXIN (AS MONOHYDRATE) 250MG,24,BOTTLE OF 100 ML,Jepharm Co.,yes,2026-03-24
2031,JEFLEX 500MG CAPSULES,CEPHALEXIN (AS MONOHYDRATE) 500MG,24,16 CAP,Jepharm Co.,yes,2026-03-24
2022,HYPOCOR 10MG TABLETS,Bisoprolol Fumarate 10mg,20,30 TAB,Jepharm Co.,yes,2026-03-24
2017,FUSYLIN-H CREAM,"FUSIDIC ACID 2%, HYDROCORTISONE ACETATE 1%",27,TUBE OF 15 GM,Jepharm Co.,yes,2026-03-24
2015,FUSYLIN CREAM,FUSIDIC ACID 2% W/W,21,TUBE OF 15 GM,Jepharm Co.,yes,2026-03-24
2012,FLU  SYRUP,"PYRILAMINE MALEATE 25MG, PARACETAMOL 120MG, PHENYLEPHRENE HCl 2MG",20,BOTTLE OF 100 ML,Jepharm Co.,yes,2026-03-24
2013,FLU TABLETS,"PARACETAMOL 350MG, CHLORPHENIRAMINE MALEATE 2MG, PHENYLEPHRINE HCl 10MG, CAFFEINE 30MG, DEXTROMETHORPHAN HBr 5MG",20,20 tabs,Jepharm Co.,yes,2026-03-24
2010,FLOXIN 500MG TABLETS,CIPROFLOXACIN (AS HCL) 500MG,25,10 tab,Jepharm Co.,yes,2026-03-24
2011,FLOXIN-HC OTIC DROPS,CIPROFLOXACIN (AS HCL) 0.2%& HYDROCORTISONE 1%,37,BOTTLE OF 10 ML,Jepharm Co.,yes,2026-03-24
1589,ORLISLIM 120 MG 30 CAPS,ORLISTATE PELLETS 120 MG,90,30 CAP,BPC,yes,2026-03-24
1583,OGMIN 875 MG 14  TAB,AMOXICILLIN & CLAVULANIC ACID,35,14 TAB,BPC,yes,2026-03-24
1575,NYSTAZOL VAGINAL OVUL,METRONIDAZOLE + NYSTATIN,30,10 Ovules,BPC,yes,2026-03-24
1563,NOSATREX NASAL 0.05% SPRAY 10 ML,MOMETASONE FUROATE 0.05% W/W,30,NASAL SPRAY 10 ML,BPC,yes,2026-03-24
1564,NEURALIC 150 MG 14 CAP,PREGABALIN,35,14 CAP,BPC,yes,2026-03-24
1566,NEURALIC 300 MG 14 CAP,PREGABALIN,45,14 CAP,BPC,yes,2026-03-24
1565,NEURALIC 75MG 14 CAP,PREGABALIN,31,14 CAP,BPC,yes,2026-03-24
1562,NAPROXAN 275 MG 10 TAB,NAPROXEN SODIUM,18,10 TAB.,BPC,yes,2026-03-24
3962,MYCOSOD 360 MG 60 TAB,Mycophenolate Sodium Equivalent To 360 Mg of Mycophenolic Acid,395,60Tab,BPC,yes,2026-03-24
1555,MODEX 20 TABLET.,CLIDINIUM BR. & CHLORDIAZEPOXIDE,30,20 TAB,BPC,yes,2026-03-24
1554,MOBICOL 200 MG 20 TAB BEL,SULINDAC,45,20 tab,BPC,yes,2026-03-24
1550,METROZOLE 500 MG CAPLET,METRONIDAZOLE,20,20 tab,BPC,yes,2026-03-24
1543,MACROFURAN 100 MG 24 CAP,NITROFURANTOIN 100MG,45,24 CAPS,BPC,yes,2026-03-24
1539,LUCAST 10MG TAB,MONTELUKAST (AS SODIUM SALT) 10 MG,65,30 tab,BPC,yes,2026-03-24
1537,LIPIDEX 40 MG 30 TABLETS,ATORVASTATIN 40MG,45,30 TAB,BPC,yes,2026-03-24
1528,LAMIRASE 1% CREAM 15 G,TERBINAFINE,25,tube,BPC,yes,2026-03-24
1529,LAMIRASE 1% SPRAY,TERBINAFINE,35,SPRAY,BPC,yes,2026-03-24
1530,LAMIRASE 250 MG,TERBINAFINE,34,14 tab,BPC,yes,2026-03-24
4129,VALGANCICLOVIR TEVA Tab,Valganciclovir,4211,60 Tab,Teva,yes,2026-03-23
3281,VINCRISTIN VIAL 1MG/1ML,VINCRISTIN,31,1 VIAL,Teva,yes,2026-03-23
3265,THREOLONE OINT 10 GR,"prednisolone, chloramphenicol",33,tub,Teva,yes,2026-03-23
3266,THREOLONE OINT 20 GR,"prednisolone, chloramphenicol",41,tub,Teva,yes,2026-03-23
3262,TEVAGRAS SYRI.48MIU/0.8ML,filgrastim,224,0.8 ml,Teva,yes,2026-03-23
3260,TEVAGRAStim  SYRI.30MIU/0.5,filgrastim,149,0.5ML,Teva,yes,2026-03-23
5446,TEVA COLD,Paracetamol 300 mg Caffeine anhydrous 30 mg Phenylephrine hydrochloride 10 mg Chlorpheniramine maleate 2 mg,20,20 TAB,Teva,yes,2026-03-23
3256,TEVACUTAN CR.15G,"Clotrimazole, dexamethazone, neomycine",33,15 g,Teva,yes,2026-03-23
3257,TEVADERM CREAM 15G,"isoconazol, diflucotolene",17,15 GM,Teva,yes,2026-03-23
4398,Tenofovir Teva,Tenofovir 245 mg tab,1141,box of 30,Teva,yes,2026-03-23
3255,TERBINAFINE TEVA 250MG,Terbinafine,39,14 CAP,Teva,yes,2026-03-23
2949,CLONEX 0.5MG,Clonazepam,15,30 tab,Teva,yes,2026-03-23
5026,‎TAMSU‎ ‎P‎.‎R‎.‎TEVA‎ ‎T‎.‎0‎.‎4‎MG‎ 30 TAB,TAMSULOSIN,54,30 TAB,Teva,yes,2026-03-23
3250,TAMOXIFEN TEVA T.20MG(30),Tamoxifen,33,30 tab,Teva,yes,2026-03-23
4687,STILLA SINGLES 0.3 ML UNIDOSE,TETRAHYDROZOLINE 0.05%,19,10 UNITS (0.3 ML),Teva,yes,2026-03-23
3565,SYNTHOMYCINE OINT 3%,Chloramphenicol,25,10 gm,Teva,yes,2026-03-23
3242,SPIRONOLACTONE TAB 25MG,SPIRONOLACTONE,11,20 tab,Teva,yes,2026-03-23
3243,SPIRONOLACTONE TV 100MG,SPIRONOLACTONE,22,20 tab,Teva,yes,2026-03-23
5605,SORAFENIB TEVA 200MG - 120 TAB<span class='flash'> new </span>,SORAFENIB,6725,120 TAB,Teva,yes,2026-03-23
3228,SILVEROL CREAM 100 GR,silver sulfadiazine,41,100 g,Teva,yes,2026-03-23
3231,SIMVASTATIN TEVA 20 MG 30 TAB,SIMVASTATIN,16,30 tab,Teva,yes,2026-03-23
3232,SIMVASTATIN TEVA 40MG 30,SIMVASTATIN,25,30 tab,Teva,yes,2026-03-23
3227,SILVEROL CREAM  50 GR TUB,silver sulfadiazine,21,50 g,Teva,yes,2026-03-23
3229,SILVEROL CREAM 400 GR,silver sulfadiazine,111,400 g,Teva,yes,2026-03-23
4545,SERTRALINE TEVA100MG TAB,SERTRALINE,30,30 TAB,Teva,yes,2026-03-23
5776,SILDENAFIL TEVA 100 MG TABLET 4 TAB,SILDENAFIL,89,4 TAB,Teva,yes,2026-03-23
4419,Saline (NaCl 0.9% ),sodium chloride9%,204,50 ml (100 units),Teva,yes,2026-03-23
4544,SERTRALINE TEVA 50MG TAB,SERTRALINE,17,30 TAB,Teva,yes,2026-03-23
5685,ROSUVASTATIN TEVA 10MG - 30 TAB<span class='flash'> new </span>,Rosuvastatin,33,30 TAB,Teva,yes,2026-03-23
5684,ROSUVASTATIN TEVA 20MG - 30 TAB<span class='flash'> new </span>,Rosuvastatin,48,30 TAB,Teva,yes,2026-03-23
4396,Rogaron Lemon and honey,Benzydamine HCl 3mg lozenges,32,box of 20,Teva,yes,2026-03-23
4407,Rogaron Orange and honey,Benzydamine HCl,32,20 lozenges,Teva,yes,2026-03-23
5368,RIVAR  15 MG 28 TAB,RIVAROXIBAN,215,28 TAB,Teva,yes,2026-03-23
5369,RIVAR 20 MG 28 TAB,RIVAROXIBAN,215,28 TAB,Teva,yes,2026-03-23
5370,RIVAR 10 MG 30 TAB,RIVAROXIBAN,215,30 TAB,Teva,yes,2026-03-23
3193,RECTOZORIN SUPP 12 SUPP,"bismuth, thymol, zinc, menthol, benzocaine",30,12 SUPP,Teva,yes,2026-03-23
5025,RALOXIFENE TEVA 60MG 30TAB,RALOXIFENE,80,30 TAB,Teva,yes,2026-03-23
3192,RECTOZORIN OINT 50 GM,"bismuth, thymol, zinc, menthol, benzocaine",31,50 g,Teva,yes,2026-03-23
3179,QUETIAPINE FUM.TAB 200(30,QUETIAPINE,86,30 tab,Teva,yes,2026-03-23
5050,Qvar 100 Mcg AEROSOL,Beclomethasone Dipropionate,84,200 Actuations AEROSOL,Teva,yes,2026-03-23
5051,Qvar100 Mcg INHALER (60 doses),Beclomethasone Dipropionate,84,AUTOHALER,Teva,yes,2026-03-23
4780,PRAVASTATIN TEVA 20 MG 30 TAB,Pravastatin,25,30 tab,Teva,yes,2026-03-23
3174,PROPYL THIOCIL 30 TAB,PROPYL THIOCIL,25,30 tab,Teva,yes,2026-03-23
5281,PRASUGREL TEVA 10 MG 28 TAB,Prasugrel,100,28 tab,Teva,yes,2026-03-23
4781,PRAVASTATIN  TEVA 40 MG 30 TAB,Pravastatin 40mg,44,30 tab,Teva,yes,2026-03-23
3165,PITREX 1% CREAM 15GR,tolanaftate,19,15 gm,Teva,yes,2026-03-23
4346,KETOPROF 100 MG/2ML 5 AMP,KETOPROFEN100 MG / 2 ML,22,5 AMP,BPC,yes,2026-03-23
5317,KETOPROF DERMAL SPRAY 10%,KETOPROFEN,60,20 ML,BPC,yes,2026-03-23
4381,FAVIVIR 200MG TABLETS,Favipiravir,270,40 Tab,Jepharm Co.,yes,2026-03-23
2005,FERRITON-3 DROPS,IRON 50 MG (AS IRON III HYDROXIDE POLYMALTOSE COMPLEX),33,BOTTLE OF 15ML,Jepharm Co.,yes,2026-03-23
5112,EMPA-25 TABLETS,EMPAGLIFLOZIN,100,30 TAB,Jepharm Co.,yes,2026-03-23
2004,FERRITON-3 SYRUP,RON (AS IRON III HYDROXIDE POLYMALTOSE COMPLEX)50MG,40,BOTTLE OF 110ML,Jepharm Co.,yes,2026-03-23
3153,PACLITAXEL TEVA 100MG/16.7 ML  VIAL,PACLITAXEL 6MG/ML,573,1 VIAL,Teva,yes,2026-03-23
3154,PACLITAXEL TEVA 300MG / 50 ML  VIAL,PACLITAXEL 6MG /ML,1368,50 ml,Teva,yes,2026-03-23
1998,ENTOGYL 500mg tablets,METRONIDAZOLE 500MG,21,20 tab,Jepharm Co.,yes,2026-03-23
1999,ENTOGYL SUSPENSION,METRONIDAZOLE 125MG,21,BOTTLE OF 120ML,Jepharm Co.,yes,2026-03-23
3148,OXALIPLATIN 100MG/20ML,OXALIPLATIN,392,20 ml,Teva,yes,2026-03-23
1988,DICLOFEN 50MG TABLETS,DICLOFENAC SOD. 50MG,21,30 tabs,Jepharm Co.,yes,2026-03-23
5111,EMPA-10 tablets,EMPAGLIFLOZIN,85,30 TAB,Jepharm Co.,yes,2026-03-23
3138,OPTALGIN 500MG 20 TAB,DYPIRONE,17,20 tab,Teva,yes,2026-03-23
4348,OPTALGIN DROPS NEW 500 MG/ML 20 ML,Dypirone,32,20 ml DROP,Teva,yes,2026-03-23
1994,DICLOFEN 100MG TABLETS,DICLOFENAC SOD. 100MG,21,20 tab,Jepharm Co.,yes,2026-03-23
1987,DICLOFEN Ampoules,DICLOFENAC SOD. 75MG & LIDOCAINE 8MG/3ML,270,100 AMP.,Jepharm Co.,yes,2026-03-23
3448,DICLOFEN EMULGEL,Diclofenac sodium 1%,28,60 gm,Jepharm Co.,yes,2026-03-23
5024,OPTALGIN DROPS NEW 500 MG/ML 50 ML,DYPIRONE,71,50 ML,Teva,yes,2026-03-23
1526,ITRANOX 100 MG 4 CAP,ITRACONAZOLE,16,4 CAP,BPC,yes,2026-03-23
